Mean Steps,Median Steps,Range Steps,Mean RstHr,Median RstHr,Range RstHr,Mean ActHr,Median ActHr,Range ActHr
11132.628571428571,10117,6011,68.02857142857142,68,5,89.11428571428571,89,5
